ID,ZONE_NAME,NATURE,STATUS,ORIGINAL_LOCATION,CITY,matched_muni,admin3_pcode,province_name,ADM2_PCODE,region_name,admin1_pcode,geometry,lon,lat
330,SLC Building,IT Center,Operating,"6797 Ayala Avenue, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.020284452404, 14.55730061151)",121.020284452404,14.55730061151
331,SM Baguio Cyberzone Building,IT Center,Operating,"Harrison Road, Baguio City, Benguet Province",Baguio City,Baguio City,PH141102000,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,"c(120.595350861992, 16.412838555234)",120.595350861992,16.412838555234
332,SM BF – Parañaque IT Center,IT Center,Operating,"Dr. A. Santos Avenue corner President’s Avenue, Barangay BF, Parañaque City",Parañaque City,City of Parañaque,PH137604000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.031848267201, 14.458586799194)",121.031848267201,14.458586799194
333,SM City Clark IT Park,IT Park,Operating,"M. A. Roxas Highway, Malabanias, Angeles City",Angeles City,Angeles City,PH035401000,Pampanga,PH035400000,Region III,PH030000000,"c(120.569926718795, 15.166742133321)",120.569926718795,15.166742133321
334,SM City Fairview – Annex II,IT Center,Operating,"Regalado Avenue corner Qurino Hi-way, Barangay Pasong Putik, Novaliches, Quezon City",Novaliches,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.060947804274, 14.73536218737)",121.060947804274,14.73536218737
335,SM City Fairview - BPO Towers,IT Center,Operating,"Quirino Highway corner Regalado Avenue, Barangay Pasong Putik, Novaliches, Quezon City",Novaliches,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.060947804274, 14.73536218737)",121.060947804274,14.73536218737
336,SM City Lipa,IT Center,Operating,"Ayala High, Lipa City, Batangas",Lipa City,Lipa City,PH041014000,Batangas,PH041000000,Region IV-A,PH040000000,"c(121.1613099, 13.9439508)",121.1613099,13.9439508
337,SM City North EDSA Complex,IT Park,Operating,"EDSA corner North Avenue, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.02949982557, 14.655825595677)",121.02949982557,14.655825595677
338,SM City Pampanga,IT Center,Operating,"City of San Fernando and Municipality of Mexico, Pampanga",Pampanga,San Fernando,PH175913000,Romblon,PH175900000,Region IV-B,PH170000000,"c(125.647403013728, 7.120207979865)",125.647403013728,7.120207979865
339,SM City San Mateo,IT Center,Operating,"General Luna Avenue, Barangay Ampid 1, San Mateo, Rizal",San Mateo,San Mateo,PH045811000,Rizal,PH045800000,Region IV-A,PH040000000,"c(121.1394885, 14.6643283)",121.1394885,14.6643283
340,SM Cyber West Avenue,IT Center,Operating,"EDSA corner West Avenue and Bulacan Streets, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.030277582365, 14.655076798357)",121.030277582365,14.655076798357
341,SM iCity 2,IT Park,Operating,"SM Central Business Park, Bay City, Pasay City",Pasay City,Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(120.9944465, 14.5436072)",120.9944465,14.5436072
342,SM iCity 3,IT Park,Operating,"SM Central Business Park 1-A, Mall of Asia Complex, Pasay City",Pasay City,Pasay City,PH137605000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(120.9944465, 14.5436072)",120.9944465,14.5436072
343,SM Lanang Premier IT Center,IT Center,Operating,"J.P. Laurel Avenue, Barangay San Antonio, Agdao District, Davao City",Davao City,Davao City,PH112402000,Davao del Sur,PH112400000,Region XI,PH110000000,"c(125.637720927019, 7.102681660537)",125.637720927019,7.102681660537
344,SM Makati Cyber Zone 2 Building,IT Center,Operating,"Gil Puyat Avenue corner Zodiac and Jupiter Streets, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.0350254276, 14.555855516603)",121.0350254276,14.555855516603
345,SM Makati Cyberzone Building,IT Center,Operating,"69 Jupiter Street, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.029725292253, 14.561251609314)",121.029725292253,14.561251609314
346,SM Megamall Building D IT Center,IT Center,Operating,"Barangay Wack-Wack, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.04242711021, 14.5933993881)",121.04242711021,14.5933993881
347,SM Megamall I.T. Center,IT Center,Operating,"Brgy. Wack-Wack, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.04242711021, 14.5933993881)",121.04242711021,14.5933993881
348,SM Mezza Strip IT Center,IT Center,Operating,"Aurora Boulevard corner Araneta Avenue, Barangay Doña Imelda, Quezon City",Barangay Doña Imelda,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.018706197393, 14.605739910438)",121.018706197393,14.605739910438
349,SM Strata [formerly SM City Iloilo BPO Tower],IT Center,Operating,"Along Benigno Aquino Avenue, Mandurriao, Iloilo City",Mandurriao,Iloilo City,PH063022000,Iloilo,PH063000000,Region VI,PH060000000,"c(122.53556, 10.71972)",122.53556,10.71972
350,SMDM IT Center,IT Center,Operating,"Sitio Pala-Pala, Barangay Sampaloc 1, Dasmariñas City, Cavite",Dasmariñas City,City of Dasmariñas,PH042106000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.95827, 14.29314)",120.95827,14.29314
352,SMPIC Special Economic Zone,Manufacturing,Operating,"Barangay Paciano Rizal, Calamba City, Laguna",Calamba City,City of Calamba,PH043405000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.1296542, 14.2154651)",121.1296542,14.2154651
353,SMTT IT Park,IT Park,Operating,"Manila East Road, Barangay Dolores, Taytay, Rizal",Taytay,Taytay,PH175320000,Palawan,PH175300000,Region IV-B,PH170000000,"c(121.139395145524, 14.551762575937)",121.139395145524,14.551762575937
354,Solaris One (formerly Dela Rosa E-Services Building),IT Center,Operating,"Dela Rosa Street, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.010332597937, 14.557679491207)",121.010332597937,14.557679491207
355,Southgate Towers  [formerly Alphaland Southgate Towers],IT Center,Operating,"2258 Pasong Tamo Extension corner EDSA, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.018172773075, 14.541451802729)",121.018172773075,14.541451802729
356,SouthPark Corporate Center,IT Center,Operating,"Along National Road, Barangay Alabang, Muntinlupa City",Muntinlupa City,City of Muntinlupa,PH137603000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.04592594551, 14.412857089442)",121.04592594551,14.412857089442
357,Southwoods Mall,IT Center,Operating,"Barangay Halang, Soro-Soro, San Francisco, Biñan, Laguna",Biñan,City of Biñan,PH043403000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.06255, 14.32865)",121.06255,14.32865
358,Spark Place,IT Center,Operating,"P. Tuazon corner 10th Avenue, Cubao, Quezon City",Cubao,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.056192918241, 14.618293696371)",121.056192918241,14.618293696371
359,SRC Allah Valley Economic Development Zone,Agro-Industrial,Operating,"Tubi-allah, Surallah, South Cotabato",Surallah,Surallah,PH126313000,South Cotabato,PH126300000,Region XII,PH120000000,"c(124.78167, 6.30694)",124.78167,6.30694
360,SRC Calumpang Economic Development Zone,Agro-Industrial,Operating,"Calumpang, General Santos City",General Santos City,General Santos City,PH126303000,South Cotabato,PH126300000,Region XII,PH120000000,"c(125.1312353, 6.0737299)",125.1312353,6.0737299
361,SRC Upper Klinan Economic Development Zone,Agro-Industrial,Operating,"Upper Klinan, Polomolok, South Cotabato",Polomolok,Polomolok,PH126312000,South Cotabato,PH126300000,Region XII,PH120000000,"c(125.1069119, 6.2579082)",125.1069119,6.2579082
362,St. Frances Cabrini Medical Tourism Park,Medical Tourism Park,Operating,"Maharlika Highway, Sto. Tomas, Batangas",Sto. Tomas,Santo Tomas,PH112318000,Davao del Norte,PH112300000,Region XI,PH110000000,"c(121.143187407397, 14.11286775152)",121.143187407397,14.11286775152
363,St. Francis Square,IT Center,Operating,"J. Vargas cor. Bank Drive, Ortigas Center, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.057947585852, 14.584460898575)",121.057947585852,14.584460898575
364,St. Luke’s Medical Center Global City,Medical Tourism Center,Operating,"Rizal Drive Corner 5th Avenue and 32nd Street, Fort Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.046251394342, 14.547355889598)",121.046251394342,14.547355889598
365,Sta. Maria Industrial Park,Manufacturing,Operating,"Bulac, Sta. Maria, Bulacan",Sta. Maria,Santa Maria,PH175917000,Romblon,PH175900000,Region IV-B,PH170000000,"c(121.0226125, 14.8377047)",121.0226125,14.8377047
366,Sta. Rosa Commercial IT Park,IT Park,Operating,"Barrio San Jose, Sta. Rosa City, Laguna",Sta. Rosa City,Santa Rosa,PH034928000,Nueva Ecija,PH034900000,Region III,PH030000000,"c(121.1114679, 14.3152295)",121.1114679,14.3152295
367,Subic Shipyard Special Economic Zone,Manufacturing,Operating,"Cabangaan Point, Subic, Zambales",Subic,Subic,PH037114000,Zambales,PH037100000,Region III,PH030000000,"c(120.2274, 14.87619)",120.2274,14.87619
368,Summit One Office Tower,IT Center,Operating,"Shaw Boulevard, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.031367025605, 14.591639878264)",121.031367025605,14.591639878264001
369,Sun Plaza,IT Center,Operating,"Princeton Street corner Shaw Boulevard, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.048629927006, 14.585532692534)",121.048629927006,14.585532692534
370,Sunnymede IT Center,IT Center,Operating,"1614 Quezon Avenue, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.034287317206, 14.642081160397)",121.034287317206,14.642081160397
371,Suntech iPark,IT Park,Operating,"Lancaster Estates, Imus, Cavite",Imus,Imus City,PH042109000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.904250723844, 14.404924860136)",120.904250723844,14.404924860136
372,Suntrust Ecotown Tanza,Manufacturing,Operating,"Sahud-Ulan, Tanza, Cavite",Tanza,Tanza,PH042120000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.8279534, 14.3608635)",120.8279534,14.3608635
373,Supima eCircle,IT Park,Operating,"Malhacan Road, Malhacan, Mecauayan, Bulacan",Mecauayan,City of Meycauayan,PH031412000,Bulacan,PH031400000,Region III,PH030000000,"c(120.968399648019, 14.741255656042)",120.968399648019,14.741255656042
374,Synergis IT Center,IT Center,Operating,"F. Cabahug Street, Kasambangan, Cebu City",Kasambangan,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.920382406159, 10.326746981719)",123.920382406159,10.326746981719
375,T.U. Building,IT Center,Operating,"Lacson Street corner B.S. Aquino Drive, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.956346228233, 10.684029511495)",122.956346228233,10.684029511495
376,Tabangao Special Economic Zone,Manufacturing,Operating,"Tabangao,  Batangas",Batangas,Batangas City,PH041005000,Batangas,PH041000000,Region IV-A,PH040000000,"c(121.0768, 13.7027)",121.0768,13.7027
377,Taganito Special Economic Zone,Manufacturing,Operating,"Barangays Cagdianao, Hayanggabon, and Taganito, Municipality of Claver, Province of Surigao Del Norte",Province of Surigao Del Norte,Anao,PH036901000,Tarlac,PH036900000,Region III,PH030000000,"c(125.8528333, 9.5368345)",125.8528333,9.5368345
378,Tagbilaran Uptown IT Hub,IT Park,Operating,"Raja Sikatuna Avenue, Dampas District, Tagbilaran City, Bohol",Tagbilaran City,Tagbilaran City,PH071242000,Bohol,PH071200000,Region VII,PH070000000,"c(123.8772492, 9.6534018)",123.8772492,9.6534018
379,Tarlac Provincial IT Park II,IT Park,Operating,"Brgy. Tibag, Tarlac City",Tarlac City,City of Tarlac,PH036916000,Tarlac,PH036900000,Region III,PH030000000,"c(120.56365, 15.49129)",120.56365,15.49129
380,TDG Innovation and Global Business Solutions Center,IT Center,Operating,"AFP-RSBS Compound, Km. 12 East Service Road, C5, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.0710154, 14.5294065)",121.0710154,14.5294065
381,TechZone Building,IT Center,Operating,"Sen. Gil Puyat Avenue, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.027206103696, 14.561780614697)",121.027206103696,14.561780614697
382,TECO Industrial Park,Manufacturing,Operating,"Bundagul and Paralayunan, Mabalacat, Pampanga",Mabalacat,Mabalacat City,PH035409000,Pampanga,PH035400000,Region III,PH030000000,"c(120.6207445, 15.2348957)",120.6207445,15.2348957
383,The 30th Corporate Center,IT Center,Operating,"Meralco Avenue corner St. Paul Road, Barangay Ugong, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.063785413776, 14.579914219016)",121.063785413776,14.579914219016
384,The Annex-SM City Davao IT Center,IT Center,Operating,"Quimpo Boulevard, Matina, Davao City",Davao City,Davao City,PH112402000,Davao del Sur,PH112400000,Region XI,PH110000000,"c(125.58388402906, 7.049761827952)",125.58388402906,7.049761827952
385,The Block IT Park,IT Park,Operating,"Villamonte, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.9715637, 10.6833243)",122.9715637,10.6833243
386,The Discovery Center,IT Center,Operating,"25 ADB Avenue, Ortigas Center, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.059904844062, 14.585768391651)",121.059904844062,14.585768391651
387,The Enterprise Center,IT Center,Operating,"6766 Ayala Avenue cor. Paseo de Roxas, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.021073917402, 14.556754014714)",121.021073917402,14.556754014714
388,The Facilities Centre,IT Center,Operating,"548 Shaw Boulevard, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.031367025605, 14.591639878264)",121.031367025605,14.591639878264001
389,The Finance Centre,IT Center,Operating,"Block 55, 26th St. corner 9th Avenue, Bonifacio South District, Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.049221, 14.5484707)",121.049221,14.5484707
390,The Globe Tower Cebu (formerly Innove IT Plaza),IT Center,Operating,"Samar Loop cor. Panay Road, Cebu Business Park, Cebu City",Cebu Business Park,Cebu City,PH072217000,Cebu,PH072200000,Region VII,PH070000000,"c(123.906219381035, 10.316142035763)",123.906219381035,10.316142035763
391,The Mactan Newtown,Tourism,Operating,"Barangay Mactan, Lapu-Lapu City, Cebu",Lapu-Lapu City,Lapu-Lapu City,PH072226000,Cebu,PH072200000,Region VII,PH070000000,"c(124.010877316435, 10.308930097409)",124.010877316435,10.308930097409
392,The North Park,IT Center,Operating,"Barangay Alang-Alang, Mandaue City",Mandaue City,Mandaue City,PH072230000,Cebu,PH072200000,Region VII,PH070000000,"c(123.945969692498, 10.33196754455)",123.945969692498,10.33196754455
393,The Paragon Corporate Centre,IT Center,Operating,"Lot 6, Industry St., Madrigal Business Park, Ayala Alabang, Muntinlupa City",Muntinlupa City,City of Muntinlupa,PH137603000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.044048, 14.4178119)",121.044048,14.4178119
394,The Rockwell Business Center,IT Park,Operating,"Block 4, Meralco Center, Barangay Ugong, Ortigas Avenue, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.0929237, 14.5483004)",121.0929237,14.5483004
395,The VYV,IT Center,Operating,"Valdez Center, San Nicolas, Ilocos Norte",Ilocos Norte,San Nicolas,PH133904000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,"c(120.589563705705, 18.182783134266)",120.589563705705,18.182783134266
396,Tower 6789,IT Center,Operating,"Ayala Avenue, Barangay Bel-Air, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.020284452404, 14.55730061151)",121.020284452404,14.55730061151
397,Toyota-SEZ formerly Toyota Sta. Rosa (Laguna)  Special Economic Zone],Manufacturing,Operating,"Pulong Sta. Cruz, Sta. Rosa City, Laguna",Sta. Rosa City,Santa Rosa,PH034928000,Nueva Ecija,PH034900000,Region III,PH030000000,"c(121.0921797, 14.2872212)",121.0921797,14.2872212
398,Trafalgar Plaza,IT Center,Operating,"105 H. V. de la Costa Street, Salcedo Village, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.026209593297, 14.560532283299)",121.026209593297,14.560532283299
399,Transcom Center Bacolod,IT Center,Operating,"Araneta Street, Barangay Tangub, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.930957749075, 10.637968702362)",122.930957749075,10.637968702362
400,Twenty-five Seven McKinley,IT Center,Operating,"7th Avenue corner 25th St., Bonifacio Global City, Fort Bonifacio, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.04838978548, 14.547624487685)",121.04838978548,14.547624487685
401,Twenty-four Seven McKinley,IT Center,Operating,"7th Avenue corner 24th St., Fort Bonifacio, Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.048156098019, 14.546720038423)",121.048156098019,14.546720038423
402,Two Sanparq,IT Center,Operating,"San Antonio Park Square, Lacson Street, Mandalagan, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.959698804893, 10.693421453257)",122.959698804893,10.693421453257
403,UnionBank Plaza,IT Center,Operating,"Meralco Avenue cor. Onyx Street, Ortigas Center, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.06377939827, 14.586783394711)",121.06377939827,14.586783394711
404,UP Science And Technology Park (North),IT Park,Operating,"Commonwealth  Avenue, Quezon City",Quezon City,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.077120881298, 14.669878633697)",121.077120881298,14.669878633697
405,UP Town Corporate Center,IT Center,Operating,"UP Town Center, Katipunan Avenue, Barangay UP Campus, Quezon City",Barangay UP Campus,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.0174252, 14.6562961)",121.0174252,14.6562961
406,Uptown Bonifacio,IT Park,Operating,"North Bonifacio District, Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.049221, 14.5484707)",121.049221,14.5484707
407,Valencia Special Economic Zone,Agro-Industrial,Operating,"Barangay Palinpinon, Municipality of Valencia, Province of Negros Oriental",Municipality of Valencia,Valencia,PH074623000,Negros Oriental,PH074600000,Region VII,PH070000000,"c(123.2276493, 9.3095443)",123.2276493,9.3095443
408,V-Corporate Centre,IT Center,Operating,"Along L.P. Leviste Street (formerly Alfaro Street), Salcedo Village, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.0261473, 14.569122)",121.0261473,14.569122
409,Venvi IT Hub,IT Park,Operating,"Valdez Center, San Nicolas, Ilocos Norte",Ilocos Norte,San Nicolas,PH133904000,"NCR, City of Manila, First District",PH133900000,National Capital Region,PH130000000,"c(120.589563705705, 18.182783134266)",120.589563705705,18.182783134266
410,Vertis North IT Park,IT Park,Operating,"EDSA, North Triangle, Quezon City",North Triangle,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.028273880414, 14.656131288325)",121.028273880414,14.656131288325
412,Vista Hub,IT Center,Operating,"Lot 5 & 6, 21st Drive Bonifacio Global City, Taguig",Taguig,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.049221, 14.5484707)",121.049221,14.5484707
413,Vista Mall Bataan (BPO) [formerly Starmall Bataan (BPO)],IT Center,Operating,"Roman Highway, Barangay Cupang, Balanga, Bataan",Balanga,City of Balanga,PH030803000,Bataan,PH030800000,Region III,PH030000000,"c(120.53611, 14.67611)",120.53611,14.67611
414,Vistahub BPO Molino,IT Center,Operating,"Daang Hari Road, Molino IV, Bacoor City, Cavite",Bacoor City,Bacoor City,PH042103000,Cavite,PH042100000,Region IV-A,PH040000000,"c(120.99846230217, 14.376616165367)",120.99846230217,14.376616165367
415,Vitro Internet Data Center Building,IT Center,Operating,"Carlos P. Garcia (C5) corner Danny Floor  Street, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.070952952062, 14.56974071271)",121.070952952062,14.56974071271
416,W City Center,IT Center,Operating,"7th Avenue corner 30th Street, Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.0499185608, 14.552139818925)",121.0499185608,14.552139818925
417,W Fifth Avenue,IT Center,Operating,"Block 1, 5th Avenue, Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.049221, 14.5484707)",121.049221,14.5484707
418,W North,IT Center,Operating,"34th Street, Bonifacio Global City, Taguig City",Taguig City,Taguig City,PH137607000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.053177538941, 14.554657972113)",121.053177538941,14.554657972113
419,Waltermart-North EDSA,IT Center,Operating,"Epifanio Delos Santos Avenue, Barangay Veterans Village, Quezon City",Barangay Veterans Village,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.024699444709, 14.656954500022)",121.024699444709,14.656954500022
420,West Cebu Industrial Park,Manufacturing,Operating,"Arpili & Buanoy, Balamban, Cebu",Balamban,Balamban,PH072208000,Cebu,PH072200000,Region VII,PH070000000,"c(123.7029908, 10.4714002)",123.7029908,10.4714002
421,Worldwide Corporate Center,IT Center,Operating,"Shaw Boulevard, Mandaluyong City",Mandaluyong City,City of Mandaluyong,PH137401000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.031367025605, 14.591639878264)",121.031367025605,14.591639878264001
422,Wynsum Corporate Plaza IT Building,IT Center,Operating,"Along Emerald Avenue, Ortigas Center, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.0806429, 14.5598218)",121.0806429,14.5598218
423,Xentromall Batangas,IT Center,Operating,"Diversion Road, Alangilan, Batangas City",Alangilan,Batangas City,PH041005000,Batangas,PH041000000,Region IV-A,PH040000000,"c(121.053329802142, 13.775518071543)",121.053329802142,13.775518071543
424,YTMI Realty Special Economic Zone,Manufacturing,Operating,"Brgy. Makiling, Calamba City,  Laguna",Calamba City,City of Calamba,PH043405000,Laguna,PH043400000,Region IV-A,PH040000000,"c(121.136749930348, 14.154172498471)",121.136749930348,14.154172498471
425,YY Star DAS Information Technology Center,IT Center,Operating,"Barangay Bagacay, Dumaguete City, Negros Oriental",Dumaguete City,Dumaguete City,PH074610000,Negros Oriental,PH074600000,Region VII,PH070000000,"c(123.2893831, 9.2920988)",123.2893831,9.2920988
426,Zuellig Building,IT Center,Operating,"Paseo de Roxas corner Makati Avenue, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.025811369077, 14.557604694067)",121.025811369077,14.557604694067
427,8 Rockwell,IT Center,Not Yet Operating,"Block 9, Rockwell Center, Makati City",Makati City,City of Makati,PH137602000,"NCR, Fourth District",PH137600000,National Capital Region,PH130000000,"c(121.034728340209, 14.563025111517)",121.034728340209,14.563025111517
428,A57 Techno Park,IT Park,Not Yet Operating,"Barangay Don Martin Marundan, Mati City, Davao Oriental",Mati City,City of Mati,PH112509000,Davao Oriental,PH112500000,Region XI,PH110000000,"c(126.2563382, 6.9755215)",126.2563382,6.9755215
429,Abanao Square,IT Center,Not Yet Operating,"Abanao corner Zandueta Streets, Baguio City",Baguio City,Baguio City,PH141102000,Benguet,PH141100000,Cordillera Administrative Region,PH140000000,"c(120.59445692254, 16.413843201666)",120.59445692254,16.413843201666
430,Abra Agro-Industrial Center,Manufacturing,Not Yet Operating,"Gadanni, Tayum, Abra",Tayum,Tayum,PH140124000,Abra,PH140100000,Cordillera Administrative Region,PH140000000,"c(120.6542, 17.6172)",120.6542,17.6172
431,ACI IT Business Centre,IT Center,Not Yet Operating,"J. P. Laurel corner Inigo Streets, Bajada Highway, Davao City",Davao City,Davao City,PH112402000,Davao del Sur,PH112400000,Region XI,PH110000000,"c(125.612268338731, 7.083908387965)",125.612268338731,7.083908387965
432,Aeon Towers,IT Center,Not Yet Operating,"J.P. Laurel Avenue, Barangay 20-B, Bajada, Davao City",Davao City,Davao City,PH112402000,Davao del Sur,PH112400000,Region XI,PH110000000,"c(125.613141843149, 7.07771597599)",125.613141843149,7.07771597599
433,AIU Centre,IT Center,Not Yet Operating,"Lacson Street, Mandalagan, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.962175694921, 10.699033383214)",122.962175694921,10.699033383214
434,Amigo Mall,IT Center,Not Yet Operating,"Corner Iznart and Delgado Streets, Iloilo City",Iloilo City,Iloilo City,PH063022000,Iloilo,PH063000000,Region VI,PH060000000,"c(122.568814844158, 10.697817553625)",122.568814844158,10.697817553625
435,Amihan Woodlands Township,Manufacturing,Not Yet Operating,"Daja Daku & Taglawigan, San Isidro & Jubay, Calubian, Leyte",Calubian,Calubian,PH083713000,Leyte,PH083700000,Region VIII,PH080000000,"c(124.2963221, 11.5280809)",124.2963221,11.5280809
436,ArcoVia City,IT Park,Not Yet Operating,"E. Rodriguez Jr. Avenue, Ugong, Pasig City",Pasig City,City of Pasig,PH137403000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.079658073288, 14.596655981833)",121.079658073288,14.596655981833
437,Aurora Tower,IT Center,Not Yet Operating,"Aurora Boulevard cor. General Aguinaldo Avenue, Araneta Center, Cubao, Quezon City",Cubao,Quezon City,PH137404000,"NCR, Second District",PH137400000,National Capital Region,PH130000000,"c(121.053178534402, 14.622853619337)",121.053178534402,14.622853619337
438,Ayala Bacolod Capitol Corporate Center,IT Center,Not Yet Operating,"North Capitol Road corner Aguinaldo Street, Barangay 4, Bacolod City",Bacolod City,Bacolod City,PH064501000,Negros Occidental,PH064500000,Region VI,PH060000000,"c(122.950446854996, 10.677523459774)",122.950446854996,10.677523459774
